graph_id,node_id,type_id,prop
13,1,1,20.72589337025936
13,2,1,15.71991755873678
13,3,2,5.53188277896213
13,4,3,7.201706633689508
13,5,4,44.42935749590457
13,6,14,1.6984163764680602
13,7,8,14.483719880403461
13,8,7,32.28632295032125
13,9,2,5.452432210979371
13,10,5,16.545294614224932
13,11,4,9.724097148361363
13,12,15,3.379803627373738
13,13,9,9.023468008245201
13,14,5,19.71438342304002
13,15,5,15.674458289802752
13,16,6,15.918461756029943
13,17,13,7.674097068897492
13,18,5,17.447686957919714
13,19,2,7.069148255137722
13,20,12,8.3970311356241
14,0,0,1
14,1,1,20.72589337025936
14,2,1,15.71991755873678
14,3,2,5.53188277896213
14,4,3,7.201706633689508
14,5,4,44.42935749590457
14,6,14,1.6984163764680602
14,7,8,14.483719880403461
14,8,7,32.28632295032125
14,9,2,5.452432210979371
14,10,5,16.545294614224932
14,11,4,9.724097148361363
14,12,15,3.379803627373738
14,13,9,9.023468008245201
14,14,5,19.714383423040005
14,15,5,15.674458289802748
14,16,5,15.918461756029973
14,17,11,7.674097068897481
14,18,5,17.447686957919704
14,19,2,7.069148255137704
14,20,12,8.397031135624104
15,0,0,1
15,1,1,20.72589337025936
15,2,1,15.71991755873678
15,3,2,5.53188277896213
15,4,3,7.201706633689508
15,5,4,44.42935749590457
15,6,14,1.6984163764680602
15,7,8,14.483719880403461
15,8,7,32.28632295032125
15,9,2,5.452432210979371
15,10,5,16.545294614224932
15,11,4,9.724097148361363
15,12,15,3.379803627373738
15,13,9,9.023468008245201
15,14,5,19.714383423040005
15,15,5,15.674458289802727
15,16,5,15.918461756029973
15,17,13,7.674097068897481
15,18,5,17.447686957919704
15,19,2,7.069148255137718
15,20,12,8.397031135624104
16,0,0,1
16,1,1,20.72589337025936
16,2,1,15.71991755873678
16,3,2,5.53188277896213
16,4,3,7.201706633689508
16,5,4,44.42935749590457
16,6,10,1.6984163764680742
16,7,8,14.483719880403413
16,8,7,32.28632295032125
16,9,2,5.452432210979371
16,10,4,9.742493106672603
16,11,5,16.450408465148083
16,12,10,2.1948072180933944
16,13,9,10.103505361990633
16,14,5,15.674458289802752
16,15,6,15.91846175602996
16,16,11,7.674097068897483
16,17,5,17.4476869579197
16,18,2,7.0691482551377245
16,19,12,8.3970311356241
16,20,5,19.714383423040005
17,0,0,1
17,1,1,20.72589337025936
17,2,1,15.71991755873678
17,3,2,5.53188277896213
17,4,3,7.201706633689508
17,5,4,44.42935749590457
17,6,10,1.6984163764680742
17,7,8,14.483719880403413
17,8,7,32.28632295032125
17,9,2,5.452432210979371
17,10,4,9.742493106672603
17,11,5,16.450408465148083
17,12,10,2.1948072180933944
17,13,9,10.103505361990633
17,14,5,19.71438342304002
17,15,5,15.674458289802752
17,16,6,15.918461756029943
17,17,13,7.674097068897492
17,18,5,17.447686957919714
17,19,2,7.069148255137722
17,20,12,8.3970311356241
18,0,0,1
18,1,1,20.72589337025936
18,2,1,15.71991755873678
18,3,2,5.53188277896213
18,4,3,7.201706633689508
18,5,4,44.42935749590457
18,6,10,1.6984163764680742
18,7,8,14.483719880403413
18,8,7,32.28632295032125
18,9,2,5.452432210979371
18,10,4,9.742493106672603
18,11,5,16.450408465148083
18,12,10,2.1948072180933944
18,13,9,10.103505361990633
18,14,5,19.714383423040005
18,15,5,15.674458289802748
18,16,5,15.918461756029973
18,17,11,7.674097068897481
18,18,5,17.447686957919704
18,19,2,7.069148255137704
18,20,12,8.397031135624104
19,0,0,1
19,1,1,20.72589337025936
19,2,1,15.71991755873678
19,3,2,5.53188277896213
19,4,3,7.201706633689508
19,5,4,44.42935749590457
19,6,10,1.6984163764680742
19,7,8,14.483719880403413
19,8,7,32.28632295032125
19,9,2,5.452432210979371
19,10,4,9.742493106672603
19,11,5,16.450408465148083
19,12,10,2.1948072180933944
19,13,9,10.103505361990633
19,14,5,19.714383423040005
19,15,5,15.674458289802727
19,16,5,15.918461756029973
19,17,13,7.674097068897481
19,18,5,17.447686957919704
19,19,2,7.069148255137718
19,20,12,8.397031135624104
20,0,0,1
20,1,1,20.72589337025936
20,2,1,15.71991755873678
20,3,2,5.53188277896213
20,4,3,7.201706633689508
20,5,4,44.42935749590457
20,6,14,1.6984163764680462
20,7,8,14.483719880403367
20,8,7,32.28632295032134
20,9,2,5.452432210979371
20,10,4,9.742493106672603
20,11,5,16.45040846514808
20,12,10,2.194807218093374
20,13,9,10.103505361990578
20,14,5,15.674458289802752
20,15,6,15.91846175602996
20,16,11,7.674097068897483
20,17,5,17.4476869579197
20,18,2,7.0691482551377245
20,19,12,8.3970311356241
20,20,5,19.714383423040005
21,0,0,1
21,1,1,20.72589337025936
21,2,1,15.71991755873678
21,3,2,5.53188277896213
21,4,3,7.201706633689508
21,5,4,44.42935749590457
21,6,14,1.6984163764680462
21,7,8,14.483719880403367
21,8,7,32.28632295032134
21,9,2,5.452432210979371
21,10,4,9.742493106672603
21,11,5,16.45040846514808
21,12,10,2.194807218093374
21,13,9,10.103505361990578
21,14,5,19.71438342304002
21,15,5,15.674458289802752
21,16,6,15.918461756029943
21,17,13,7.674097068897492
21,18,5,17.447686957919714
21,19,2,7.069148255137722
21,20,12,8.3970311356241
22,0,0,1
22,1,1,20.72589337025936
22,2,1,15.71991755873678
22,3,2,5.53188277896213
22,4,3,7.201706633689508
22,5,4,44.42935749590457
22,6,14,1.6984163764680462
22,7,8,14.483719880403367
22,8,7,32.28632295032134
22,9,2,5.452432210979371
22,10,4,9.742493106672603
22,11,5,16.45040846514808
22,12,10,2.194807218093374
22,13,9,10.103505361990578
22,14,5,19.714383423040005
22,15,5,15.674458289802748
22,16,5,15.918461756029973
22,17,11,7.674097068897481
22,18,5,17.447686957919704
22,19,2,7.069148255137704
22,20,12,8.397031135624104
23,0,0,1
23,1,1,20.72589337025936
23,2,1,15.71991755873678
23,3,2,5.53188277896213
23,4,3,7.201706633689508
23,5,4,44.42935749590457
23,6,14,1.6984163764680462
23,7,8,14.483719880403367
23,8,7,32.28632295032134
23,9,2,5.452432210979371
23,10,4,9.742493106672603
23,11,5,16.45040846514808
23,12,10,2.194807218093374
23,13,9,10.103505361990578
23,14,5,19.714383423040005
23,15,5,15.674458289802727
23,16,5,15.918461756029973
23,17,13,7.674097068897481
23,18,5,17.447686957919704
23,19,2,7.069148255137718
23,20,12,8.397031135624104
24,0,0,1
24,1,1,20.72589337025936
24,2,1,15.71991755873678
24,3,2,5.53188277896213
24,4,3,7.201706633689508
24,5,4,44.42935749590457
24,6,10,1.6984163764680742
24,7,8,14.48371988040346
24,8,2,5.452432210979266
24,9,4,9.742493106672802
24,10,10,2.194807218093456
24,11,9,10.103505361990754
24,12,7,50.094995587689645
24,13,5,15.674458289802752
24,14,6,15.91846175602996
24,15,11,7.674097068897483
24,16,5,17.4476869579197
24,17,2,7.0691482551377245
24,18,12,8.3970311356241
24,19,5,19.714383423040005
25,0,0,1
25,1,1,20.72589337025936
25,2,1,15.71991755873678
25,3,2,5.53188277896213
25,4,3,7.201706633689508
25,5,4,44.42935749590457
25,6,10,1.6984163764680742
25,7,8,14.48371988040346
25,8,2,5.452432210979266
25,9,4,9.742493106672802
25,10,10,2.194807218093456
25,11,9,10.103505361990754
25,12,7,50.094995587689645
25,13,5,19.71438342304002
25,14,5,15.674458289802752
25,15,6,15.918461756029943
25,16,13,7.674097068897492
25,17,5,17.447686957919714
25,18,2,7.069148255137722
25,19,12,8.3970311356241
26,0,0,1
26,1,1,20.72589337025936
26,2,1,15.71991755873678
26,3,2,5.53188277896213
26,4,3,7.201706633689508
26,5,4,44.42935749590457
26,6,10,1.6984163764680742
26,7,8,14.48371988040346
26,8,2,5.452432210979266
26,9,4,9.742493106672802
26,10,10,2.194807218093456
26,11,9,10.103505361990754
26,12,7,50.094995587689645
26,13,5,19.714383423040005
26,14,5,15.674458289802748
26,15,5,15.918461756029973
26,16,11,7.674097068897481
26,17,5,17.447686957919704
26,18,2,7.069148255137704
26,19,12,8.397031135624104
27,0,0,1
27,1,1,20.72589337025936
27,2,1,15.71991755873678
27,3,2,5.53188277896213
27,4,3,7.201706633689508
27,5,4,44.42935749590457
27,6,10,1.6984163764680742
27,7,8,14.48371988040346
27,8,2,5.452432210979266
27,9,4,9.742493106672802
27,10,10,2.194807218093456
27,11,9,10.103505361990754
27,12,7,50.094995587689645
27,13,5,19.714383423040005
27,14,5,15.674458289802727
27,15,5,15.918461756029973
27,16,13,7.674097068897481
27,17,5,17.447686957919704
27,18,2,7.069148255137718
27,19,12,8.397031135624104
28,0,0,1
28,1,1,20.72589337025936
28,2,1,15.71991755873678
28,3,2,5.53188277896213
28,4,3,7.201706633689508
28,5,4,44.42935749590457
28,6,9,10.103505361990553
28,7,10,2.1948072180933673
28,8,4,9.742493106672603
28,9,2,5.452432210979266
28,10,8,14.483719880403456
28,11,14,1.6984163764680742
28,12,7,50.12232965729476
28,13,5,15.674458289802752
28,14,6,15.91846175602996
28,15,11,7.674097068897483
28,16,5,17.4476869579197
28,17,2,7.0691482551377245
28,18,12,8.3970311356241
28,19,5,19.714383423040005
29,0,0,1
29,1,1,20.72589337025936
29,2,1,15.71991755873678
29,3,2,5.53188277896213
29,4,3,7.201706633689508
29,5,4,44.42935749590457
29,6,9,10.103505361990553
29,7,10,2.1948072180933673
29,8,4,9.742493106672603
29,9,2,5.452432210979266
29,10,8,14.483719880403456
29,11,14,1.6984163764680742
29,12,7,50.12232965729476
29,13,5,19.71438342304002
29,14,5,15.674458289802752
29,15,6,15.918461756029943
29,16,13,7.674097068897492
29,17,5,17.447686957919714
29,18,2,7.069148255137722
29,19,12,8.3970311356241
30,0,0,1
30,1,1,20.72589337025936
30,2,1,15.71991755873678
30,3,2,5.53188277896213
30,4,3,7.201706633689508
30,5,4,44.42935749590457
30,6,9,10.103505361990553
30,7,10,2.1948072180933673
30,8,4,9.742493106672603
30,9,2,5.452432210979266
30,10,8,14.483719880403456
30,11,14,1.6984163764680742
30,12,7,50.12232965729476
30,13,5,19.714383423040005
30,14,5,15.674458289802748
30,15,5,15.918461756029973
30,16,11,7.674097068897481
30,17,5,17.447686957919704
30,18,2,7.069148255137704
30,19,12,8.397031135624104
31,0,0,1
31,1,1,20.72589337025936
31,2,1,15.71991755873678
31,3,2,5.53188277896213
31,4,3,7.201706633689508
31,5,4,44.42935749590457
31,6,9,10.103505361990553
31,7,10,2.1948072180933673
31,8,4,9.742493106672603
31,9,2,5.452432210979266
31,10,8,14.483719880403456
31,11,14,1.6984163764680742
31,12,7,50.12232965729476
31,13,5,19.714383423040005
31,14,5,15.674458289802727
31,15,5,15.918461756029973
31,16,13,7.674097068897481
31,17,5,17.447686957919704
31,18,2,7.069148255137718
31,19,12,8.397031135624104
32,0,0,1
32,1,1,20.72589337025936
32,2,1,15.71991755873678
32,3,2,5.53188277896213
32,4,3,7.201706633689508
32,5,4,44.42935749590457
32,6,10,1.6984163764680096
32,7,8,14.48371988040331
32,8,7,32.28632295032129
32,9,2,5.452432210979371
32,10,9,10.06275245658847
32,11,5,9.604284261541515
32,12,6,5.743094957520544
32,13,5,13.102673860887428
32,14,5,15.674458289802752
32,15,6,15.91846175602996
32,16,11,7.674097068897483
32,17,5,17.4476869579197
32,18,2,7.0691482551377245
32,19,12,8.3970311356241
32,20,5,19.714383423040005
33,0,0,1
33,1,1,20.72589337025936
33,2,1,15.71991755873678
33,3,2,5.53188277896213
33,4,3,7.201706633689508
33,5,4,44.42935749590457
33,6,10,1.6984163764680096
33,7,8,14.48371988040331
33,8,7,32.28632295032129
33,9,2,5.452432210979371
33,10,9,10.06275245658847
33,11,5,9.604284261541515
33,12,6,5.743094957520544
33,13,5,13.102673860887428
33,14,5,19.71438342304002
33,15,5,15.674458289802752
33,16,6,15.918461756029943
33,17,13,7.674097068897492
33,18,5,17.447686957919714
33,19,2,7.069148255137722
33,20,12,8.3970311356241
34,0,0,1
34,1,1,20.72589337025936
34,2,1,15.71991755873678
34,3,2,5.53188277896213
34,4,3,7.201706633689508
34,5,4,44.42935749590457
34,6,10,1.6984163764680096
34,7,8,14.48371988040331
34,8,7,32.28632295032129
34,9,2,5.452432210979371
34,10,9,10.06275245658847
34,11,5,9.604284261541515
34,12,6,5.743094957520544
34,13,5,13.102673860887428
34,14,5,19.714383423040005
34,15,5,15.674458289802748
34,16,5,15.918461756029973
34,17,11,7.674097068897481
34,18,5,17.447686957919704
34,19,2,7.069148255137704
34,20,12,8.397031135624104
35,0,0,1
35,1,1,20.72589337025936
35,2,1,15.71991755873678
35,3,2,5.53188277896213
35,4,3,7.201706633689508
35,5,4,44.42935749590457
35,6,10,1.6984163764680096
35,7,8,14.48371988040331
35,8,7,32.28632295032129
35,9,2,5.452432210979371
35,10,9,10.06275245658847
35,11,5,9.604284261541515
35,12,6,5.743094957520544
35,13,5,13.102673860887428
35,14,5,19.714383423040005
35,15,5,15.674458289802727
35,16,5,15.918461756029973
35,17,13,7.674097068897481
35,18,5,17.447686957919704
35,19,2,7.069148255137718
35,20,12,8.397031135624104
36,0,0,1
36,1,1,20.72589337025936
36,2,1,15.71991755873678
36,3,2,5.53188277896213
36,4,3,7.201706633689508
36,5,4,44.42935749590457
36,6,14,1.6984163764680096
36,7,8,14.483719880403184
36,8,7,32.286322950321455
36,9,2,5.452432210979371
36,10,9,10.06275245658842
36,11,5,9.604284261541427
36,12,6,5.743094957520544
36,13,5,13.102673860887428
36,14,5,15.674458289802752
36,15,6,15.91846175602996
36,16,11,7.674097068897483
36,17,5,17.4476869579197
36,18,2,7.0691482551377245
36,19,12,8.3970311356241
36,20,5,19.714383423040005
37,0,0,1
37,1,1,20.72589337025936
37,2,1,15.71991755873678
37,3,2,5.53188277896213
37,4,3,7.201706633689508
37,5,4,44.42935749590457
37,6,14,1.6984163764680096
37,7,8,14.483719880403184
37,8,7,32.286322950321455
37,9,2,5.452432210979371
37,10,9,10.06275245658842
37,11,5,9.604284261541427
37,12,6,5.743094957520544
37,13,5,13.102673860887428
37,14,5,19.71438342304002
37,15,5,15.674458289802752
37,16,6,15.918461756029943
37,17,13,7.674097068897492
37,18,5,17.447686957919714
37,19,2,7.069148255137722
37,20,12,8.3970311356241
38,0,0,1
38,1,1,20.72589337025936
38,2,1,15.71991755873678
38,3,2,5.53188277896213
38,4,3,7.201706633689508
38,5,4,44.42935749590457
38,6,14,1.6984163764680096
38,7,8,14.483719880403184
38,8,7,32.286322950321455
38,9,2,5.452432210979371
38,10,9,10.06275245658842
38,11,5,9.604284261541427
38,12,6,5.743094957520544
38,13,5,13.102673860887428
38,14,5,19.714383423040005
38,15,5,15.674458289802748
38,16,5,15.918461756029973
38,17,11,7.674097068897481
38,18,5,17.447686957919704
38,19,2,7.069148255137704
38,20,12,8.397031135624104
39,0,0,1
39,1,1,20.72589337025936
39,2,1,15.71991755873678
39,3,2,5.53188277896213
39,4,3,7.201706633689508
39,5,4,44.42935749590457
39,6,14,1.6984163764680096
39,7,8,14.483719880403184
39,8,7,32.286322950321455
39,9,2,5.452432210979371
39,10,9,10.06275245658842
39,11,5,9.604284261541427
39,12,6,5.743094957520544
39,13,5,13.102673860887428
39,14,5,19.714383423040005
39,15,5,15.674458289802727
39,16,5,15.918461756029973
39,17,13,7.674097068897481
39,18,5,17.447686957919704
39,19,2,7.069148255137718
39,20,12,8.397031135624104
40,0,0,1
40,1,1,20.72589337025936
40,2,1,15.71991755873678
40,3,2,5.53188277896213
40,4,3,7.201706633689508
40,5,4,44.42935749590457
40,6,10,1.6984163764679536
40,7,8,14.483719880403054
40,8,7,32.28632295032109
40,9,5,16.54529461422481
40,10,5,9.724097148361178
40,11,15,3.3798036273737284
40,12,9,9.023468008245121
40,13,2,5.452432210979371
40,14,5,15.674458289802752
40,15,6,15.91846175602996
40,16,11,7.674097068897483
40,17,5,17.4476869579197
40,18,2,7.0691482551377245
40,19,12,8.3970311356241
40,20,5,19.714383423040005
41,0,0,1
41,1,1,20.72589337025936
41,2,1,15.71991755873678
41,3,2,5.53188277896213
41,4,3,7.201706633689508
41,5,4,44.42935749590457
41,6,10,1.6984163764679536
41,7,8,14.483719880403054
41,8,7,32.28632295032109
41,9,5,16.54529461422481
41,10,5,9.724097148361178
41,11,15,3.3798036273737284
41,12,9,9.023468008245121
41,13,2,5.452432210979371
41,14,5,19.71438342304002
41,15,5,15.674458289802752
41,16,6,15.918461756029943
41,17,13,7.674097068897492
41,18,5,17.447686957919714
41,19,2,7.069148255137722
41,20,12,8.3970311356241
42,0,0,1
42,1,1,20.72589337025936
42,2,1,15.71991755873678
42,3,2,5.53188277896213
42,4,3,7.201706633689508
42,5,4,44.42935749590457
42,6,10,1.6984163764679536
42,7,8,14.483719880403054
42,8,7,32.28632295032109
42,9,5,16.54529461422481
42,10,5,9.724097148361178
42,11,15,3.3798036273737284
42,12,9,9.023468008245121
42,13,2,5.452432210979371
42,14,5,19.714383423040005
42,15,5,15.674458289802748
42,16,5,15.918461756029973
42,17,11,7.674097068897481
42,18,5,17.447686957919704
42,19,2,7.069148255137704
42,20,12,8.397031135624104
43,0,0,1
43,1,1,20.72589337025936
43,2,1,15.71991755873678
43,3,2,5.53188277896213
43,4,3,7.201706633689508
43,5,4,44.42935749590457
43,6,10,1.6984163764679536
43,7,8,14.483719880403054
43,8,7,32.28632295032109
43,9,5,16.54529461422481
43,10,5,9.724097148361178
43,11,15,3.3798036273737284
43,12,9,9.023468008245121
43,13,2,5.452432210979371
43,14,5,19.714383423040005
43,15,5,15.674458289802727
43,16,5,15.918461756029973
43,17,13,7.674097068897481
43,18,5,17.447686957919704
43,19,2,7.069148255137718
43,20,12,8.397031135624104
44,0,0,1
44,1,1,20.72589337025936
44,2,1,15.71991755873678
44,3,2,5.53188277896213
44,4,3,7.201706633689508
44,5,4,44.42935749590457
44,6,14,1.6984163764680937
44,7,8,14.483719880403218
44,8,7,32.28632295032163
44,9,2,5.452432210979371
44,10,5,16.545294614224996
44,11,9,9.02346800824492
44,12,15,3.379803627373601
44,13,5,9.724097148361363
44,14,5,15.674458289802752
44,15,6,15.91846175602996
44,16,11,7.674097068897483
44,17,5,17.4476869579197
44,18,2,7.0691482551377245
44,19,12,8.3970311356241
44,20,5,19.714383423040005
45,0,0,1
45,1,1,20.72589337025936
45,2,1,15.71991755873678
45,3,2,5.53188277896213
45,4,3,7.201706633689508
45,5,4,44.42935749590457
45,6,14,1.6984163764680937
45,7,8,14.483719880403218
45,8,7,32.28632295032163
45,9,2,5.452432210979371
45,10,5,16.545294614224996
45,11,9,9.02346800824492
45,12,15,3.379803627373601
45,13,5,9.724097148361363
45,14,5,19.71438342304002
45,15,5,15.674458289802752
45,16,6,15.918461756029943
45,17,13,7.674097068897492
45,18,5,17.447686957919714
45,19,2,7.069148255137722
45,20,12,8.3970311356241
46,0,0,1
46,1,1,20.72589337025936
46,2,1,15.71991755873678
46,3,2,5.53188277896213
46,4,3,7.201706633689508
46,5,4,44.42935749590457
46,6,14,1.6984163764680937
46,7,8,14.483719880403218
46,8,7,32.28632295032163
46,9,2,5.452432210979371
46,10,5,16.545294614224996
46,11,9,9.02346800824492
46,12,15,3.379803627373601
46,13,5,9.724097148361363
46,14,5,19.714383423040005
46,15,5,15.674458289802748
46,16,5,15.918461756029973
46,17,11,7.674097068897481
46,18,5,17.447686957919704
46,19,2,7.069148255137704
46,20,12,8.397031135624104
47,0,0,1
47,1,1,20.72589337025936
47,2,1,15.71991755873678
47,3,2,5.53188277896213
47,4,3,7.201706633689508
47,5,4,44.42935749590457
47,6,14,1.6984163764680937
47,7,8,14.483719880403218
47,8,7,32.28632295032163
47,9,2,5.452432210979371
47,10,5,16.545294614224996
47,11,9,9.02346800824492
47,12,15,3.379803627373601
47,13,5,9.724097148361363
47,14,5,19.714383423040005
47,15,5,15.674458289802727
47,16,5,15.918461756029973
47,17,13,7.674097068897481
47,18,5,17.447686957919704
47,19,2,7.069148255137718
47,20,12,8.397031135624104
48,0,0,1
48,1,1,20.72589337025936
48,2,1,15.71991755873678
48,3,2,5.53188277896213
48,4,3,7.201706633689508
48,5,4,44.42935749590457
48,6,10,1.6984163764680096
48,7,8,14.483719880403184
48,8,7,32.2863229503211
48,9,2,5.452432210979371
48,10,9,10.103505361990553
48,11,10,2.194807218093462
